Organization Name,Organization Name URL,Category Groups,Headquarters Location,Description,CB Rank (Organization),Founded Date,Operating Status,Closed Date,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Type,Total Equity Funding Amount,Total Funding Amount,Number of Lead Investors,Number of Investors,Acquisition Status,IPO Status,IPO Date,Delisted Date,Valuation at IPO,Money Raised at IPO
CODEON,https://www.crunchbase.com/organization/codeon-corporation,Hardware,"Columbia, Maryland, United States",CODEON Corporation designs and manufactures state-of-the-art optical components for the fiber optic telecommunications industry.,"248,635",,Active,,For Profit,,,,,,,,,2,M&A,"Feb 6, 2001","$37,000,000",Series D,"$37,000,000",Series D,"$54,100,000","$54,100,000",,9,Was Acquired,Private,,,,
Informative,https://www.crunchbase.com/organization/informative,"Advertising, Sales and Marketing","South San Francisco, California, United States",Informative is a marketing company that offers online tools for identifying customer priorities and forming brand communities.,"253,359",1999,Active,,For Profit,,,,,,,1,,3,M&A,"Mar 1, 2007","$1,500,000",Venture - Series Unknown,"$1,500,000",Venture - Series Unknown,"$36,100,000","$36,100,000",2,16,Was Acquired,Private,,,,
Alcatel Communications,https://www.crunchbase.com/organization/astral-point-communications,"Hardware, Internet Services","Chelmsford, Massachusetts, United States",Astral Point Communications develops transmission network elements aimed at metropolitan optical access to the internet.,"261,055",Sep 1998,Active,,For Profit,,,,,,,1,,5,M&A,"Jul 19, 2000","$40,000,000",Series C,"$40,000,000",Series C,"$112,500,000","$112,500,000",4,8,Was Acquired,Private,,,,
Quantum Bridge Communications,https://www.crunchbase.com/organization/quantum-bridge-communications,"Hardware, Manufacturing","Andover, Massachusetts, United States","Quantum Bridge Communications, Inc. manufactures and provides Fiber to the Premises (FTTP), Fiber to the Home.","263,064",1998,Active,,For Profit,,,,,,,,,3,M&A,"Apr 19, 2000","$102,000,000",Series C,"$102,000,000",Series C,"$124,000,000","$124,000,000",1,13,Was Acquired,Private,,,,
Cendura,https://www.crunchbase.com/organization/cendura,"Apps, Data and Analytics, Information Technology, Software","Mountain View, California, United States",Cendura is a provider of blueprint-based application management solution.,"267,045",2002,Active,,For Profit,,,,,,,,,2,M&A,"May 17, 2004","$8,000,000",Series B,"$8,000,000",Series B,"$16,000,000","$16,000,000",1,4,Was Acquired,Private,,,,
Novacea,https://www.crunchbase.com/organization/novacea,"Biotechnology, Health Care, Science and Engineering","San Francisco, California, United States",treatment of cancer,"268,130",2001,Active,,,,,,,,,,1-10,2,M&A,"Jan 8, 2004","$35,000,000",Series C,"$35,000,000",Series C,"$71,000,000","$71,000,000",1,6,Was Acquired,Private,,,,
Montalvo Systems,https://www.crunchbase.com/organization/montalvo-systems,"Hardware, Mobile, Science and Engineering","Santa Clara, California, United States",Montalvo Systems is a fabless semiconductor company developing low-power media processors for mobile devices.,"268,207",2005,Active,,For Profit,,,,,,,,,2,M&A,"Mar 24, 2006","$26,300,000",Series B,"$26,300,000",Series B,"$35,800,000","$35,800,000",,4,Was Acquired,Private,,,,
Forhealth Technologies,https://www.crunchbase.com/organization/forhealth-technologies,Health Care,"Daytona Beach, Florida, United States",Forhealth Technologies provides automation technology for intravenous drug preparation.,"271,707",1998,Active,,For Profit,,,,,,,,,1,M&A,"Dec 3, 2007","$9,000,000",Venture - Series Unknown,"$9,000,000",Venture - Series Unknown,"$9,000,000","$9,000,000",,5,Was Acquired,Private,,,,
Troika Networks,https://www.crunchbase.com/organization/troika-networks,"Information Technology, Internet Services, Manufacturing","Westlake Village, California, United States","Troika Networks provides storage network data protection and management integrated solutions, hosting platforms, and enabling technologies.","271,717",1998,Active,,For Profit,,,,,,,,,3,M&A,"Jul 14, 2005","$14,400,000",Series B,"$14,400,000",Series B,"$68,400,000","$68,400,000",1,11,Was Acquired,Private,,,,
U4EA Wireless,https://www.crunchbase.com/organization/nexthop-technologies,"Hardware, Information Technology, Software","Mountain View, California, United States",U4EA Wireless provides Wi-Fi mobility solutions and networking protocol software for the wired and wireless communications market.,"278,554",2000,Active,,For Profit,,,,,,,,11-50,5,M&A,"Jul 17, 2007","$4,000,000",Series D,"$4,000,000",Series D,"$56,800,000","$56,800,000",1,5,Was Acquired,Private,,,,
Laurel Networks,https://www.crunchbase.com/organization/laurel-networks,"Information Technology, Internet Services, Privacy and Security","Pittsburgh, Pennsylvania, United States",Laurel Networks is executing on its unique vision to modernize the data service infrastructure of the world's largest carriers.,"289,269",2000,Active,,For Profit,,,,,,,,,3,M&A,"Sep 12, 2003","$20,000,000",Series C,"$20,000,000",Series C,"$92,300,000","$92,300,000",2,6,Was Acquired,Private,,,,
Xros,https://www.crunchbase.com/organization/xros-2,"Hardware, Information Technology","Sunnyvale, California, United States","Xros, is a developer of state-of-the-art fiber-optic switching systems.","299,695",1996,Closed,"Jan 14, 2009",For Profit,,,,,,,,,1,M&A,"Nov 30, 1999","$20,000,000",Venture - Series Unknown,"$20,000,000",Venture - Series Unknown,"$20,000,000","$20,000,000",,3,Was Acquired,Private,,,,
CreekPath Systems,https://www.crunchbase.com/organization/creekpath-system,"Hardware, Information Technology, Software","Longmont, Colorado, United States",CreekPath is a global provider of policy-based storage automation products that enable customers to optimize their storage investments.,"299,857",1999,Active,,For Profit,,,,,,,,11-50,3,M&A,"Oct 4, 2004","$22,000,000",Series C,"$22,000,000",Series C,"$61,000,000","$61,000,000",3,5,Was Acquired,Private,,,,
"Call Technologies, Inc",https://www.crunchbase.com/organization/call-technologies,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications","Reston, Virginia, United States",Call Technologies develops carrier grade voice and OSS systems for network service providers.,"304,900","Jan 1, 1990",Active,,For Profit,,,,,,,2,11-50,2,M&A,"Feb 2, 1998","$3,000,000",Series B,"$3,000,000",Series B,"$6,000,000","$6,000,000",,3,Was Acquired,Public,"Apr 20, 2007",,,
Tantivy Communications,https://www.crunchbase.com/organization/tantivy-communications,"Hardware, Mobile","Melbourne, Florida, United States",Tantivy Communications Inc. develops wireless data communication equipment.,"305,394",1997,Active,,For Profit,,,,,,,,,1,M&A,"Aug 1, 2003","$49,700,000",Venture - Series Unknown,"$49,700,000",Venture - Series Unknown,"$49,700,000","$49,700,000",,5,Was Acquired,Private,,,,
MedSpecialists,https://www.crunchbase.com/organization/medspecialists-inc,"Biotechnology, Health Care, Mobile, Science and Engineering","Charlottesville, Virginia, United States","MedSpecialists is creating a portfolio of easy-to-use, scaleable and secure specialty-specific vertical portals.","328,621",1999,Active,,For Profit,,,,,,,,,1,M&A,"Aug 14, 2000","$9,300,000",Series A,"$9,300,000",Series A,"$9,300,000","$9,300,000",1,1,Was Acquired,Private,,,,
Agility Design Solutions,https://www.crunchbase.com/organization/agility-design-solutions,Software,"Palo Alto, California, United States","Agility Design Solutions develops software tools that shorten the time to design, verify and implement signal processing algorithms.","330,213",2001,Active,,For Profit,,,,,,,,,1,M&A,"Dec 6, 2005","$7,000,000",Series B,"$7,000,000",Series B,"$7,000,000","$7,000,000",,3,Was Acquired,Private,,,,
Fotiva,https://www.crunchbase.com/organization/fotiva,"Information Technology, Software","Santa Rosa, California, United States",Fotiva provides software and information that enables consumers to use digital cameras.,"350,610",2000,Active,,For Profit,,,,,,,,,1,M&A,"Oct 9, 2001","$4,000,000",Venture - Series Unknown,"$4,000,000",Venture - Series Unknown,"$4,000,000","$4,000,000",1,1,Was Acquired,Private,,,,
E20 Communications,https://www.crunchbase.com/organization/e20-communications,"Hardware, Internet Services, Manufacturing","Calabasas, California, United States",E20 Communications develops and manufactures multi-gigabit rate fiber optic subsystems for telecommunications markets.,"353,842",1998,Active,,,,,,,,,1,,3,M&A,"Nov 1, 2003","$17,000,000",Series D,"$17,000,000",Series D,"$72,500,000","$72,500,000",,5,Was Acquired,Private,,,,
Vpacket Communications,https://www.crunchbase.com/organization/vpacket-communications,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications","Oakland, California, United States",Voice-over-Internet Protocol (VoIP) firm.,"354,132",1999,Active,,For Profit,,,,,,,,501-1000,3,M&A,"Jul 25, 2002",,Series D,,Series D,"$55,000,000","$55,000,000",,4,Was Acquired,Private,,,,
